party,text,year,manifesto
afd,Dadurch haben die Bürger zusätzlich Vertrauen in die Leistungsfähigkeit der europäischen Institutionen verloren.,2019,afd_2019
afd,"Eine weitere, grundsätzliche Fehlentwicklung ist in der Klima- und Energiepolitik auszumachen, die sich allein auf die Hypothese des menschgemachten Klimawandels stützt und in alle Bereiche der Gesellschaft wirkt.",2019,afd_2019
afd,"Wir wollen diese Politik beenden, denn sie verknappt ohne jede Not den Zugang aller Menschen zu billiger Energie, die Voraussetzung jeden Wohlstands ist.",2019,afd_2019
afd,Nur wenige haben durch die Zwangs-Umverteilungen in Milliardenhöhe einen Nutzen.,2019,afd_2019
afd,"Es ist deshalb höchste Zeit, die künftige Entwicklung der EU grundsätzlich zu überdenken.",2019,afd_2019
afd,Die derzeit von wichtigen Akteuren in Europa betriebene Banken- und Sozialunion mit der gesamteuropäischen Vergemeinschaftung von Haftungen und Unterstützungsleistungen in unbegrenzter Höhe zerstört vollends die Geschäftsgrundlage der Verträge von Maastricht und Lissabon.,2019,afd_2019
afd,"Es ist bereits deutlich erkennbar, dass die Völker Europas sich dagegen auflehnen werden.",2019,afd_2019
afd,"Daher die große Eile der „Europäischen Institutionen“, vor den EU-Wahlen noch Fakten zu schaffen.",2019,afd_2019
afd,"Wir warnen vor diesen weiteren Fehlentscheidungen und werden alles in unserer Macht Stehende tun, sie zu verhindern.",2019,afd_2019
afd,"Dazu erheben wir die Forderung, Grundfragen der EU durch nationale Volksabstimmungen zu entscheiden.",2019,afd_2019
afd,"Die EU-Wahlen zum  Europäischen Parlament werden Signale setzen, die nicht mehr überhört werden können! Präambel 9 K A P I T E L 2 Ein Europa der Nationen Ein Europa der Nationen 11 1 Ein Europa der Nationen Die Vielfalt der nationalen Kulturen und Traditionen ist die Grundlage für die politische, ökonomische und soziale Stärke Europas.",2019,afd_2019
afd,"Wir lehnen ab, die EU zu einem Staat mit Gesetzgebungskompetenz und einer eigenen Regierung umzuwandeln, ebenso die Idee der „Vereinigten Staaten von Europa“.",2019,afd_2019
afd,Stattdessen tritt die AfD für ein Europa als Wirtschafts- und Interessengemeinschaft souveräner Staaten ein.,2019,afd_2019
afd,Wir wollen in Freundschaft und guter Nachbarschaft zusammenleben.,2019,afd_2019
afd,"Mit den Verträgen von Schengen, Maastricht und Lissabon wurde das Prinzip der Volkssouveränität ausgehöhlt.",2019,afd_2019
afd,"Der Versuch, funktionierende demokratische Nationalstaaten aufzulösen und durch eine Art europäischen Superstaat zu ersetzen, kann nicht gelingen.",2019,afd_2019
afd,"Es ist eine Illusion, dass die nationalen Identitäten nach und nach durch eine europäische abgelöst werden könnten.",2019,afd_2019
afd,"Weder gibt es ein europäisches Staatsvolk, das für ein solches Vorhaben konstitutiv wäre, noch ist erkennbar, dass sich ein solches auf absehbare Zeit herausbildet.",2019,afd_2019
afd,"Kulturen, Sprachen und nationale Identitäten sind durch Jahrhunderte dauernde, geschichtliche Entwicklungen entstanden.",2019,afd_2019
afd,"Nur in nationalen Staaten mit demokratischer Verfassung können Volkssouveränität und Grundrechte der Bürger als Herzstück der Demokratie gelebt und bewahrt werden. 2 Reform der Europäischen Union Die europäische Gemeinschaft hat sich zu einem undemokratischen Konstrukt entwickelt, das von den politischen Akteuren Europas besetzt ist und von intransparenten, nicht kontrollierten Bürokratien gestaltet wird.",2019,afd_2019
afd,Die in den europäischen Verträgen fixierten Grundsätze der Subsidiarität und des Verbotes der Staatshaftung für Schulden anderer Staaten werden ignoriert.,2019,afd_2019
afd,"Die Politik der EU-Organe, insbesondere des Europäischen Rats und der Europäischen Kommission, ist vom Feilschen um Partikularinteressen von Einzelstaaten und Lobby-Klüngel dominiert.",2019,afd_2019
afd,Der Wettbewerb wird zunehmend durch eine europäische Regulierungswut erdrosselt.,2019,afd_2019
afd,"Die demokratische Kontrolle der EU-Organe ist völlig unzureichend, auch der Europäische Gerichtshof (EuGH) nimmt diese Rolle nicht wahr, sondern weitet beharrlich die EU-Kompetenzen zu Lasten der Souveränität der Nationalstaaten aus. 12 Ein Europa der Nationen 1 DEXIT – Der Austritt als letzte Option Sollten sich unsere grundlegenden Reformansätze im bestehenden System der EU nicht in angemessener Zeit verwirklichen lassen, halten wir einen Austritt Deutschlands oder eine geordnete Auflösung der Europäischen Union und die Gründung einer neuen europäischen Wirtschafts- und Interessengemeinschaft für notwendig und werden die Entscheidung über den DEXIT bei den Bürgern einholen, so wie es nach unserem Modell der direkten Demokratie selbstverständlich ist.",2019,afd_2019
afd,"Die EU – Zentralismus und Bürokratie Die politischen Akteure Europas haben die Europäische Union zu einem monströsen Behörden- und Verwaltungsapparat ausgebaut: Zwölf EU-Institutionen mit 000 EU-Beamten und 000 Angestellten, Personalkosten von über acht Milliarden Euro, 24 EU-Agenturen mit einer nicht veröffentlichten Zahl von Mitarbeitern und Heerscharen von Dienstleistern wie Dolmetschern und Sachverständigen.",2019,afd_2019
afd,"Die Abgeordneten, Kommissare, Beamten und sonstigen EU-Beschäftigten erhalten unangemessen hohe Vergütungen und Privilegien, von paradiesischen Pensionsansprüchen bis zu steuerfreien Zulagen.",2019,afd_2019
afd,In der EU verdienen beispielsweise etwa 000 EU-Beamte jeweils mehr als der deutsche Bundeskanzler (290.000 € brutto/Jahr).,2019,afd_2019
afd,Mit der Reform der EU wollen wir den aufgeblähten Behördenapparat schrumpfen und die unverhältnismäßige Besoldung und Versorgung der EU-Bürokraten stoppen.,2019,afd_2019
afd,Die Besetzung von Ämtern und Funktionen der EU-Institutionen soll nach Eignung und Befähigung erfolgen und nicht nach Parteibuch.,2019,afd_2019
afd,Die Abkehr vom Einstimmigkeitsprinzip und die Einführung eines Mehrheitsprinzips ist mit unserer Vorstellung der Europäischen Union nicht vereinbar.,2019,afd_2019
afd,Kein Land soll über ein anderes Land bestimmen.,2019,afd_2019
afd,Das Mehrheitsprinzip hebt die Souveränität der Staaten auf.,2019,afd_2019
afd,EU-Parlament abschaffen Das undemokratische EU-Parlament mit seinen derzeit privilegierten 751 Abgeordneten wollen wir abschaffen.,2019,afd_2019
afd,"Die Rechtsetzungskompetenz sehen wir ausschließlich bei den Nationalstaaten, befürworten jedoch eine Intensivierung der zwischenstaatlichen Zusammenarbeit der Mitgliedsländer und den Abschluss von multilateralen Staatsverträgen.",2019,afd_2019
afd,"Nicht Zentralismus und Gängelung, sondern partnerschaftliche Kooperation gewährleistet nachhaltigen Wohlstand und Frieden.",2019,afd_2019
afd,"Ein Europa der Nationen 13 Ein neuer Europäischer Gerichtshof als supranationales Schiedsgericht Bei der Neuordnung der Europäischen Union wollen wir anstelle der bisherigen EU-Organe eine Organisationsstruktur schaffen, welche der Organisation anderer zwischenstaatlicher Zusammenschlüsse entspricht.",2019,afd_2019
afd,Die Einzelheiten der Organisationsstruktur sind in multilateralen Verträgen zu regeln.,2019,afd_2019
afd,Die Eingriffe des Europäischen Gerichtshofes in die Souveränität der Nationalstaaten wollen wir beenden.,2019,afd_2019
afd,Mit dem Wegfall der Gesetzgebungskompetenz der EU ist der Vorrang des deutschen Grundgesetzes und des nationalen Rechtes wiederhergestellt.,2019,afd_2019
afd,Ein neuer EuGH soll die Aufgaben eines supranationalen Schiedsgerichts wahrnehmen.,2019,afd_2019
afd,"Die Richter des neuen EuGH sollen von den obersten Gerichten der Nationalstaaten gewählt werden. 2 Volksabstimmungen in europäischen Angelegenheiten Solange die staatliche Souveränität der Nationalstaaten nicht wiederhergestellt ist, darf Deutschland ohne Volksabstimmung keine Verträge bezüglich einer EU-Erweiterung, Abgabe von Souveränität und Haftungszusagen ändern oder abschließen.",2019,afd_2019
afd,"Wir halten es für ein selbstverständliches Recht jedes Volkes in der Europäischen Union, über den Verbleib in der EU, der Währungsunion oder sonstiger supranationaler Projekte abzustimmen.",2019,afd_2019
afd,Der Austritt Großbritanniens aus der EU hat historische Dimensionen.,2019,afd_2019
afd,Er wurde von den politischen Klassen der EU mit verursacht und hat Europa einen schweren Schaden zugefügt.,2019,afd_2019
afd,"Wir respektieren den Brexit als souveräne Entscheidung der britischen Bürger zum Verlassen der EU. 3 Lobbyismus, Korruption und Bereicherung Aufgrund fehlender Bürgernähe, der Intransparenz der EU-Institutionen, deren weitreichender Regulierungsmacht und deren Entscheidung über gewaltige Geldmittel hat sich eine Vertreter-Maschinerie mit mehr als 000 Lobbyisten in den Schaltstellen der EU festgesetzt.",2019,afd_2019
afd,"Sie versucht auf die politischen Entscheidungen Einfluss zu nehmen, oftmals in der Grauzone zur Korruption.",2019,afd_2019
afd,"Die Einwirkung auf die Brüsseler Bürokratie geschieht erschreckend ungeniert, zuweilen werden Richtlinien und Gesetzentwürfe direkt von den Lobbyisten verfasst.",2019,afd_2019
afd,"Die nach unzähligen Skandalen getroffenen Maßnahmen zur Regulierung des Lobbyismus sind nur Augenwischerei. 14 Ein Europa der Nationen Bereits vor Realisierung der notwendigen EU-Reformmaßnahmen fordern wir ein verpflichtendes Lobbyregister, in dem jeglicher Kontakt mit Lobbyisten zeitnah und lückenlos veröffentlicht wird.",2019,afd_2019
afd,Neben der vollständigen Transparenz fordern wir konkrete Pflichten und konsequente Sanktionen für alle EU-Funktionsträger und Mitarbeiter.,2019,afd_2019
afd,"Bestechung, Korruption und Subventionsbetrug wollen wir mit einem automatischen Verlust der Wählbarkeit und der Fähigkeit, öffentliche Ämter wahrzunehmen, entsprechend sanktionieren.",2019,afd_2019
afd,Ferner fordern wir die uneingeschränkte Veröffentlichung der Nebentätigkeiten der Abgeordneten und EU-Funktionsträger sowie eine dreijährige Karenzzeit beim Wechsel zwischen Politik und Wirtschaft („Drehtür-Prinzip“). 1 Private Vorsorge der EU-Funktionsträger EU-Parlamentarier erhalten aktuell nach ihrem Ausscheiden eine überdimensionierte Altersversorgung aus einem Pensionsfonds.,2019,afd_2019
afd,"Als Folge der EZB-Niedrigzinspolitik sind, analog zu den privaten und betrieblichen Alterssicherungssystemen, auch bei diesem Fonds die Renditen weggebrochen und es fehlen große Summen.",2019,afd_2019
afd,"Die AfD wendet sich strikt gegen die aktuellen Pläne aus Brüssel, dass nun der Steuerzahler zum Ausgleich einspringen soll, während der Bürger die Minderung bei seinen Lebensversicherungs- und Betriebsrenten selbst tragen muss.",2019,afd_2019
afd,"In unserem Modell der EU sollen die EU-Abgeordneten und sonstigen EU-Funktionäre für ihre Renten- und Krankenvorsorge selbst aufkommen. 2 Information und Transparenz Während Lobbyisten und Interessenvertreter umfassend und vorab informiert werden, bleiben den Bürgern die Informationen der EU-Institutionen in der Regel vorenthalten.",2019,afd_2019
afd,Bei Verhandlungen über Handelsabkommen wie TTIP wurden sogar den Parlamentariern der Nationalstaaten deren Inhalte vorenthalten.,2019,afd_2019
afd,Wir fordern ein uneingeschränktes Recht auf Information für alle Bürger und eine maximale Transparenz durch eine Veröffentlichungspflicht aller in den EU-Institutionen anfallenden Daten nach dem Vorbild des Hamburger Transparenzgesetzes.,2019,afd_2019
afd,Wir fordern von Nichtregierungsorganisationen (NGO) eine jährliche Offenlegung eines Geschäftsberichtes aus dem Finanzquellen und ihre Aktivitäten hervorgehen. 4 Die Europaparteien und ihre Stiftungen Die mit dem Vertrag von Maastricht eingeführte „politische Partei auf europäischer Ebene“ wurde 2003 zu einem weiteren gigantischen Instrument der staatlichen Parteienfinanzierung umgebaut.,2019,afd_2019
afd,Die „Europaparteien“ sind keine Parteien nach deutschem Recht.,2019,afd_2019
afd,Ihre Finanzierung von bis zu 100 Prozent aus öffentlichen Ein Europa der Nationen 15 Mitteln verstößt gegen Europarecht.,2019,afd_2019
afd,Ungeachtet dessen haben sich die etablierten Parteien damit eine weitere Quelle der Staatsfinanzierung erschlossen.,2019,afd_2019
afd,"Seit der Einführung im Jahr 2004 hat das EU-Parlament die diesbezüglichen Mittel von 3,2 Millionen Euro auf 20,8 Millionen Euro im Jahr 2016 erhöht.",2019,afd_2019
afd,Darüber hinaus haben sich die Parteien noch Stiftungen auf europäischer Ebene genehmigt.,2019,afd_2019
afd,"So erhält beispielsweise die Stiftung der Europäischen Volkspartei (EVP), der die CDU/CSU angehört, 4,9 Millionen Euro (2016).",2019,afd_2019
afd,Insgesamt lassen sich die EU-Stiftungen mittlerweile etwa 16 Millionen Euro ausbezahlen.,2019,afd_2019
afd,Die AfD fordert die sofortige Einstellung der Parteienfinanzierung auf europäischer Ebene.,2019,afd_2019
afd,"K A P I T E L 3 Außen- und Sicherheitspolitik, Außenhandel und Entwicklungshilfe Außen- und Sicherheitspolitik, Außenhandel und Entwicklungshilfe 17 1 Außenpolitik 1 Deutschland und Europa im Wandel der internationalen Beziehungen Ziel deutscher Außenpolitik ist der Erhalt eines souveränen Deutschlands, das Freiheit, Recht und Sicherheit seiner Bürger garantiert.",2019,afd_2019
afd,Wir stehen für ein Europa der Vaterländer und lehnen zentralistische Bestrebungen der EU entschieden ab.,2019,afd_2019
afd,"Kernkompetenzen und Entscheidungsbefugnisse, auch im Bereich der Außen- und Sicherheitspolitik, müssen in der Verantwortung der Mitgliedstaaten verbleiben.",2019,afd_2019
afd,Die AfD setzt sich für eine an deutschen Interessen ausgerichtete Außenpolitik ein.,2019,afd_2019
afd,"Richtschnur sind die realpolitischen Erfordernisse, nicht wirklichkeitsfremde Ideologien.",2019,afd_2019
afd,Deshalb muss Deutschland eine Führungsrolle innerhalb der europäischen Staatengemeinschaft verantwortungsbewusst annehmen.,2019,afd_2019
afd,Eine stabile Friedensordnung in Europa bedarf einer ausgewogenen Zusammenarbeit sowohl mit den USA als auch mit Russland.,2019,afd_2019
afd,Die legitimen Sicherheitsinteressen aller europäischen Staaten sind dabei zu berücksichtigen.,2019,afd_2019
afd,Die Organisation für Sicherheit und Zusammenarbeit in Europa (OSZE) ist ein wesentliches Element der europäischen Friedensordnung.,2019,afd_2019
afd,Wir setzen uns für die Achtung des Völkerrechts und dabei insbesondere für das Selbstbestimmungsrecht der Völker ein.,2019,afd_2019
afd,Gleichzeitig fordern wir die Einhaltung des Nichteinmischungsgrundsatzes in innere Angelegenheiten von Staaten durch andere Mächte und nichtstaatliche Akteure. 2 Gestaltung der europäischen Außenpolitik Die AfD lehnt die Vergemeinschaftung der europäischen Außen- und Sicherheitspolitik (GASP) und den europäischen Auswärtigen Dienst ab.,2019,afd_2019
afd,Stattdessen treten wir für eine Intensivierung der zwischenstaatlichen Abstimmung innerhalb Europas ein. 3 Europäische Zusammenarbeit Frankreich bleibt ein wichtiger Partner in Europa.,2019,afd_2019
afd,Deutsche Interessen sind bei der Zusammenarbeit künftig jedoch viel stärker zu berücksichtigen.,2019,afd_2019
afd,Die engen Beziehungen zu Großbritannien müssen auch nach dem Austritt der Briten aus der Europäischen Union beibehalten werden.,2019,afd_2019
afd,"Darüber hinaus unterstützen wir die Bemühungen der Visegrád-Staaten zur Erhaltung der europäischen Identität. 18 Außen- und Sicherheitspolitik, Außenhandel und Entwicklungshilfe 4 Bündnispartner USA Gute Beziehungen zu den USA sind für Europa und Deutschland von wesentlicher Bedeutung.",2019,afd_2019
afd,Eine Interessensabstimmung auf Augenhöhe und gegenseitigem Respekt ist erforderlich.,2019,afd_2019
afd,"Der Wandel der US-Außenpolitik zwingt Deutschland und die anderen europäischen Staaten ihre Interessen eigenständig zu formulieren und eröffnet eine Chance, diese auch wahrzunehmen. 5 Russland Die historischen und wirtschaftlichen Verbindungen mit Russland gebieten einen gegenseitigen Interessenausgleich, der dem Wohle aller europäischen Völker dient.",2019,afd_2019
afd,Nur unter Einbeziehung Russlands ist eine stabile Friedensordnung in Europa denkbar.,2019,afd_2019
afd,Die gegen Russland verhängten Sanktionen sehen wir als nicht zielführend an.,2019,afd_2019
afd,Die AfD setzt sich für deren Abschaffung und eine Normalisierung der Beziehungen mit Russland ein.,2019,afd_2019
afd,Wir befürworten eine verstärkte Zusammenarbeit mit der Eurasischen Wirtschaftsgemeinschaft und unterstützen die Erweiterung der bestehenden Gas-Pipeline in der Ostsee (Nord Stream 2) zwischen Russland und Deutschland unter Berücksichtigung der Versorgungssicherheit der mittelosteuropäischen Länder.,2019,afd_2019
afd,"Dadurch wird unsere Gasversorgung und die unserer europäischen Partner auf eine breitere Basis gestellt. 6 China Die wirtschaftlichen, politischen und kulturellen Kontakte zu China wollen wir ausbauen, gleichzeitig aber eine gegenseitige Angleichung der rechtlichen Rahmenbedingungen für Handel und Investitionen erreichen.",2019,afd_2019
afd,"Bis dahin muss der Erwerb europäischer Unternehmen durch chinesisch beherrschte Unternehmen mit den Mitteln des Wettbewerbs- und Kartellrechts kontrolliert, eingeschränkt und notfalls gestoppt werden.",2019,afd_2019
afd,Damit treten wir dem Ausverkauf deutscher und europäischer Technologie entgegen. 7 Türkei Die Türkei gehört kulturell nicht zu Europa.,2019,afd_2019
afd,Die AfD fordert den sofortigen Abbruch der Beitrittsverhandlungen der EU mit der Türkei und die Einstellung der finanziellen Heranführungshilfen.,2019,afd_2019
afd,"Außen- und Sicherheitspolitik, Außenhandel und Entwicklungshilfe 19 8 Syrien Deutschland hat während des Krieges über eine halbe Million syrischer Kriegsflüchtlinge aufgenommen, die jetzt unverzüglich zurückgeführt werden müssen.",2019,afd_2019
afd,Dazu muss die Bundesregierung sofort Verhandlungen mit den syrischen Behörden aufnehmen und sich in der EU für die Aufhebung der Sanktionen gegen Syrien einsetzen. 2 Verteidigungs- und Sicherheitspolitik 1 Keine EU-Armee Europa wird durch die NATO verteidigt.,2019,afd_2019
afd,"Deshalb lehnt die AfD die Schaffung einer europäischen Armee strikt ab, da diese über keine demokratische Legitimation verfügt und eine weitere Souveränitätsabgabe der europäischen Staaten bedeuten würde.",2019,afd_2019
afd,Sie würde auch nicht die grundlegenden Probleme der europäischen Verteidigung lösen. Über den Einsatz deutscher Streitkräfte darf weiterhin nur der Deutsche Bundestag entscheiden.,2019,afd_2019
afd,Die „Ständige Strukturierte Zusammenarbeit“ (Pesco1) als Vorstufe zu einer EU-Armee und Doppelstrukturen der EU (z.B.,2019,afd_2019
afd,Battle Groups und zusätzliche EU-Stäbe) sowie einen europäischen Verteidigungsfonds und eine europäische „Friedensfazilität“ lehnen wir ab.,2019,afd_2019
afd,"Stattdessen fordert die AfD die Stärkung des europäischen Pfeilers der NATO, um hier Deutschlands Rolle und Einfluss zu erhöhen. 2 Wiederherstellung der Einsatzfähigkeit der Bundeswehr Die Verteidigungsfähigkeit Deutschlands muss unverzüglich wiederhergestellt werden.",2019,afd_2019
afd,"Dazu müssen zunächst die gravierendsten Mängel und Probleme bei der aktuellen Personal- und Ausrüstungslage der Bundeswehr gelöst, die gegenwärtigen Strukturen endlich ausgefüllt und die Streitkräfte wieder zukunftsfähig gemacht werden.",2019,afd_2019
afd,Wir fordern die zügige Anpassung des deutschen Wehretats an das 2-Prozent-Ziel der NATO.,2019,afd_2019
afd,Die Erfüllung dieses Ziels dient der Erneuerung der Einsatz- und Bündnisfähigkeit unserer Streitkräfte.,2019,afd_2019
afd,"Darüber hinaus ist der Aufbau der Bundeswehr auf eine für die Landes-und Bündnisverteidigung notwendige Größe erforderlich, die auch eine uneingeschränkte Wahrnehmung ihrer nationalen Aufgaben im Rahmen der Katastrophenhilfe (Art. 35 Abs. 2, Satz 2, Abs. 3 GG), der Terrorabwehr (Art. 87a IV GG) und der Cyberabwehr garantiert.",2019,afd_2019
afd,"Die Sicherung der personellen Grundlagen und adäquater Strukturen der Bundeswehr werden nur mit der Aufhebung der Aussetzung der Wehrpflicht möglich sein. 1 Permanent Structured Cooperation 20 Außen- und Sicherheitspolitik, Außenhandel und Entwicklungshilfe 3 Erhalt der deutschen und europäischen wehrtechnischen Industrie Die AfD fordert den Erhalt der wehrtechnischen Fähigkeiten, die Sicherung der in diesem Hochtechnologiesektor bestehenden Arbeitsplätze und Planungssicherheit für die deutsche Industrie und unsere Streitkräfte.",2019,afd_2019
afd,Dafür müssen unter anderem neue wehrtechnische Programme initiiert werden.,2019,afd_2019
afd,Im Rahmen künftiger Rüstungskooperationen bestehen wir auf den Schutz deutscher Interessen.,2019,afd_2019
afd,Deutsche Schlüsseltechnologien dürfen nicht an Drittstaaten veräußert werden.,2019,afd_2019
afd,Zudem muss auf ein ausgewogenes Verhältnis zwischen der Finanzierung und der anteiligen Produktion in Deutschland geachtet werden.,2019,afd_2019
afd,"Bei Schlüsselfähigkeiten muss Deutschland die Systemführerschaft anstreben. 3 Entwicklungspolitik Ziel der AfD ist es, die Entwicklungspolitik der EU wieder auf die nationale Ebene der Mitgliedstaaten zurückzuführen, mit einer Koordinierungsrolle der EU, um Doppelmaßnahmen zu vermeiden.",2019,afd_2019
afd,Es gilt das Prinzip der Subsidiarität und der Wahrung der Eigeninteressen der Geberländer bei der Vergabe von Entwicklungshilfe.,2019,afd_2019
afd,Die Entwicklungspolitik muss Hilfe zur Selbsthilfe sein.,2019,afd_2019
afd,"Nachhaltige Armutsbekämpfung muss primär über die stetige wirtschaftliche Entwicklung, den Aufbau des Bildungssystems und funktionierende staatliche Institutionen erfolgen.",2019,afd_2019
afd,"Die privatwirtschaftliche Initiative, wettbewerbsfähige Arbeitsplätze und die Versorgungssicherheit sind zu fördern.",2019,afd_2019
afd,"Die Empfängerländer sollen in die Lage versetzt werden, aus eigener Kraft ihre Wirtschaft und Gesellschaft zu gestalten.",2019,afd_2019
afd,Weiterhin sind Waffenexporte in Krisenregionen und insbesondere an Willkürregime umgehend zu beenden.,2019,afd_2019
afd,"Staaten, in denen Korruption, Vetternwirtschaft und Missmanagement vorherrschen, sind von der Entwicklungshilfe auszuschließen.",2019,afd_2019
afd,Budgethilfe begünstigt die Mittelverschwendung und ist daher einzustellen.,2019,afd_2019
afd,"Atommächte wie China, Indien und Pakistan aber auch Staaten, die selbst Entwicklungshilfe gewähren, sollen keine, wie auch immer gestaltete, Entwicklungshilfe erhalten.",2019,afd_2019
afd,Freihandel ist die wirksamste und unbürokratischste Form der Entwicklungshilfe.,2019,afd_2019
afd,Deshalb muss die EU ihre Märkte für Güter und Dienstleistungen der Entwicklungsländer öffnen und die Ausfuhr von subventionierten Produkten in die Entwicklungsländer beenden.,2019,afd_2019
afd,"EU-Bewertungs- und Vergabeverfahren sowie Standards und Außen- und Sicherheitspolitik, Außenhandel und Entwicklungshilfe 21 Normen sollen nicht zu Handelshemmnissen werden.",2019,afd_2019
afd,Die Entwicklungshilfe muss einer strikten Verwendungskontrolle und einer regelmäßigen unabhängigen Evaluierung der Ergebnisse unterzogen werden.,2019,afd_2019
afd,Humanitäre Hilfe hat in der Regel keine langfristige Entwicklungswirkung und ist daher keine Entwicklungshilfe im engeren Sinne.,2019,afd_2019
afd,Die humanitäre Hilfe sollte Aufgabe der Kirchen und Wohltätigkeitsorganisationen sein.,2019,afd_2019
afd,"Finanzhilfen an Organisationen, die Terroraktionen durchführen, unterstützen oder befürworten, sind umgehend einzustellen. 4 Außenhandelspolitik Die EU soll eine Außenwirtschaftspolitik betreiben, die sich an den Interessen der Mitgliedsstaaten ausrichtet.",2019,afd_2019
afd,"Dazu gehört vor allem, dass die EU sich weiterhin für den Freihandel und offene Märkte einsetzt.",2019,afd_2019
afd,Protektionistischen Bestrebungen ist entgegenzuwirken.,2019,afd_2019
afd,"Importbeschränkungen der EU, insbesondere im nichttarifären Bereich, sind abzubauen.",2019,afd_2019
afd,"Exportsubventionen sind schrittweise zu streichen, um Wettbewerbsverzerrungen zu vermeiden.",2019,afd_2019
afd,"Da nicht alle Branchen gleichermaßen vom Freihandel und der Globalisierung profitieren, sollen gegebenenfalls innereuropäische oder nationale Ausgleichsmaßnahmen ergriffen werden.",2019,afd_2019
afd,"Handelsvereinbarungen sind vorzugsweise im Rahmen der Welthandelsorganisation (WTO) abzuschließen, da sie dann den größten Nutzen für alle Beteiligten erbringen.",2019,afd_2019
afd,Unsere Standards bei Verbraucher- & Umweltschutz und im Sozialbereich sind dabei zu erhalten.,2019,afd_2019
afd,Alle Abkommen müssen in transparenten Verfahren unter Einbeziehung von Wirtschaftsvertretern verhandelt und durch die nationalen Parlamente ratifiziert werden.,2019,afd_2019
afd,"Investitionsabkommen, die die Rechte der europäischen Unternehmen schützen, sollen von der EU ausgehandelt werden.",2019,afd_2019
afd,Dabei lehnt die AfD die Übertragung von nationalen Souveränitätsrechten auf private Schiedsgerichte ab.,2019,afd_2019
afd,"Soweit die EU Handelssanktionen gegen Drittstaaten ergriffen hat, sind die Sanktionen regelmäßig auf ihre Wirksamkeit und Zweckmäßigkeit hin zu überprüfen.",2019,afd_2019
